caseid,democratic2016,inputstate,region,birthyr,gender,sexuality,trans,educ,edloan,race,employ,internethome,marstat,pew_religimp,religpew,child18,faminc_new,ownhome,urbancity,milstat_5,immstat,union,investor
416483557,1,48,South,1966,Male,Heterosexual,No,High school graduate,Yes,Hispanic,Full-time,Broadband,Never Married,Somewhat important,Roman Catholic,No,1,Own,City,Served,1,Never,No
413131236,1,48,South,1959,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Not at all important,Nothing in particular,No,6,Own,Town,Served,5,Never,Yes
418064171,0,22,South,1952,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,9,Own,Suburb,Served,5,Former,Yes
413185105,0,53,West,1962,Male,Heterosexual,No,Some college,No,White,Permanently disabled,Broadband,Married,Not too important,Nothing in particular,Yes,6,Own,Rural area,Served,4,Never,No
416372190,1,27,Midwest,1977,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Domestic partnership,Not at all important,Agnostic,No,8,Rent,City,Served,5,Never,Yes
417833502,0,12,South,1949,Male,Heterosexual,No,4-year,No,Other,Unemployed,Broadband,Divorced,Not too important,Protestant,No,2,Own,Rural area,Served,5,Never,No
417081318,0,39,Midwest,1960,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Married,Very important,Protestant,Yes,9,Own,Suburb,Never Served,5,Never,Yes
414587499,1,42,Northeast,1956,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Not at all important,Roman Catholic,No,4,Own,Town,Served,4,Former,No
416161143,1,36,Northeast,1970,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Domestic partnership,Not too important,Nothing in particular,No,9,Rent,Suburb,Never Served,5,Never,Yes
419608858,1,12,South,1989,Female,Heterosexual,No,Some college,Yes,Black,Full-time,Dial-up,Never Married,Somewhat important,Protestant,Yes,3,Rent,Rural area,Never Served,5,Never,No
412285564,0,17,Midwest,1962,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Married,Not at all important,Agnostic,No,10,Own,Rural area,Never Served,5,Current,Yes
414057710,0,50,Northeast,1962,Female,Heterosexual,No,High school graduate,No,White,Permanently disabled,Broadband,Widowed,Very important,Protestant,No,2,Own,Rural area,Served,4,Former,No
412881047,1,53,West,1951,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Divorced,Very important,Protestant,No,2,Rent,City,Served,5,Never,No
414823661,0,4,West,1942,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,5,Own,Suburb,Served,5,Never,No
416673416,1,37,South,1944,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,No,11,Own,Suburb,Served,5,Never,Yes
415872820,1,39,Midwest,1964,Male,Heterosexual,No,Some college,Yes,Black,Part-time,Broadband,Divorced,Somewhat important,Protestant,No,2,Rent,Rural area,Served,5,Current,Yes
412317636,0,36,Northeast,1943,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Separated,Somewhat important,Roman Catholic,No,4,Own,Town,Served,3,Former,No
420148560,1,55,Midwest,1949,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,9,Own,Rural area,Served,5,Never,Yes
415285825,1,39,Midwest,1975,Female,Heterosexual,No,High school graduate,No,Hispanic,Part-time,Broadband,Domestic partnership,Not too important,Roman Catholic,No,8,Own,City,Served,4,Never,No
416040590,1,53,West,1951,Female,Heterosexual,No,2-year,No,White,Retired,Broadband,Divorced,Somewhat important,Protestant,No,2,Rent,Suburb,Served,3,Former,No
411852688,1,17,Midwest,1960,Male,Heterosexual,No,4-year,No,Black,Full-time,Broadband,Divorced,Somewhat important,Protestant,No,9,Rent,City,Served,5,Former,Yes
412656741,0,6,West,1981,Female,Heterosexual,No,2-year,No,White,Homemaker,Broadband,Married,Very important,Protestant,Yes,11,Rent,City,Never Served,1,Never,No
420158056,1,5,South,1958,Female,Heterosexual,No,Post-grad,Yes,White,Unemployed,Broadband,Married,Not too important,Agnostic,No,11,Own,City,Served,5,Former,Yes
416651072,1,48,South,1957,Female,Heterosexual,No,4-year,No,Black,Full-time,Broadband,Divorced,Very important,Protestant,No,5,Rent,City,Never Served,4,Never,No
411986290,1,29,Midwest,1950,Female,Heterosexual,No,No HS,No,White,Retired,Broadband,Married,Very important,Roman Catholic,No,4,Rent,Suburb,Never Served,5,Never,No
416411423,1,48,South,1980,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Very important,Protestant,Yes,10,Own,Suburb,Never Served,5,Never,No
413927267,1,45,South,1984,Female,Heterosexual,No,4-year,No,White,Permanently disabled,Broadband,Never Married,Very important,Protestant,No,2,Own,Suburb,Served,5,Never,No
414174397,1,6,West,1995,Male,Heterosexual,No,High school graduate,No,Black,Unemployed,Broadband,Never Married,Not at all important,Nothing in particular,No,1,Rent,City,Never Served,5,Never,No
414765320,1,36,Northeast,1989,Male,Heterosexual,No,2-year,No,White,Unemployed,Broadband,Never Married,Somewhat important,Buddhist,No,4,Other,Suburb,Never Served,5,Never,No
420175517,0,53,West,1961,Female,Heterosexual,No,4-year,Yes,White,Homemaker,Broadband,Married,Not at all important,Nothing in particular,Yes,12,Own,Town,Served,1,Never,No
414195728,1,12,South,1951,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Divorced,Very important,Protestant,No,2,Own,Rural area,Never Served,5,Former,No
410939022,1,55,Midwest,1977,Male,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Married,Not at all important,Atheist,No,10,Own,Suburb,Served,5,Current,Yes
416591828,1,1,South,1988,Male,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Never Married,Somewhat important,Protestant,No,7,Own,City,Never Served,5,Never,Yes
414614739,0,18,Midwest,1971,Male,Heterosexual,No,Post-grad,No,Hispanic,Full-time,Broadband,Divorced,Very important,Roman Catholic,Yes,16,Own,City,Never Served,3,Never,Yes
411868100,0,12,South,1961,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Divorced,Very important,Protestant,No,12,Own,City,Never Served,1,Never,Yes
413354288,0,36,Northeast,1961,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Married,Not too important,Roman Catholic,No,5,Own,City,Served,4,Never,No
412333649,0,48,South,1944,Male,Heterosexual,No,Post-grad,No,Hispanic,Retired,Broadband,Married,Very important,Protestant,No,11,Own,Town,Served,5,Never,Yes
417617690,1,48,South,1943,Male,Heterosexual,No,4-year,No,Mixed,Retired,Broadband,Married,Not too important,Agnostic,No,5,Own,City,Served,5,Former,No
412325084,0,8,West,1970,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Not too important,Protestant,Yes,11,Own,Suburb,Served,5,Never,Yes
413628156,1,38,Midwest,1958,Female,Heterosexual,No,4-year,Yes,White,Part-time,Broadband,Married,Not too important,Nothing in particular,No,5,Own,Town,Never Served,4,Never,Yes
412300048,1,8,West,1984,Female,Bisexual,No,Post-grad,No,White,Full-time,Broadband,Married,Very important,Protestant,Yes,12,Own,City,Never Served,5,Former,Yes
417836070,1,36,Northeast,1979,Male,Gay,No,Post-grad,Yes,White,Full-time,Broadband,Never Married,Not at all important,Atheist,No,11,Rent,City,Served,5,Current,No
416564322,1,42,Northeast,1996,Female,Heterosexual,No,Some college,Yes,Hispanic,Student,Broadband,Never Married,Not too important,Nothing in particular,No,14,Other,Town,Never Served,3,Never,Yes
410924443,1,36,Northeast,1936,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Divorced,Not too important,Roman Catholic,No,7,Rent,Town,Served,4,Former,No
413218871,1,15,West,1962,Male,Gay,No,4-year,No,Hispanic,Full-time,Broadband,Domestic partnership,Not at all important,Agnostic,No,10,Own,City,Served,4,Never,Yes
412360479,1,42,Northeast,1964,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Not at all important,Agnostic,Yes,12,Own,Suburb,Served,4,Never,Yes
413853283,1,26,Midwest,1959,Female,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Married,Not too important,Agnostic,No,15,Own,Town,Served,4,Current,Yes
417011271,0,6,West,1986,Male,Other,No,4-year,Yes,White,Other,Broadband,Never Married,Very important,Something else,No,10,Own,Suburb,Served,5,Never,Yes
412310524,0,32,West,1992,Female,Heterosexual,No,Some college,No,White,Part-time,Broadband,Married,Very important,Protestant,No,9,Own,Suburb,Never Served,5,Former,Yes
412945756,1,34,Northeast,1948,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not too important,Jewish,No,5,Own,Town,Served,4,Never,Yes
413131406,1,13,South,1975,Female,Heterosexual,No,Post-grad,Yes,Black,Full-time,Broadband,Married,Very important,Protestant,Yes,10,Other,Suburb,Served,5,Never,No
412323840,1,13,South,1940,Female,Heterosexual,No,2-year,No,White,Other,Broadband,Divorced,Very important,Protestant,No,4,Own,City,Never Served,5,Never,No
414208087,0,35,West,1950,Female,Heterosexual,No,High school graduate,No,Hispanic,Retired,None,Widowed,Very important,Roman Catholic,No,2,Own,City,Served,5,Former,No
414445537,0,29,Midwest,1956,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,3,Own,Suburb,Served,5,Never,No
412301890,0,4,West,1940,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,6,Rent,City,Served,5,Former,No
417614415,1,6,West,1949,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Very important,Protestant,No,6,Own,Town,Served,4,Never,No
413433628,0,25,Northeast,1963,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Married,Very important,Eastern Orthodox,No,11,Other,City,Never Served,1,Never,Yes
418841663,1,47,South,1982,Male,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Married,Not at all important,Agnostic,Yes,7,Rent,City,Never Served,5,Never,Yes
417835664,0,5,South,1974,Male,Gay,No,4-year,No,White,Permanently disabled,Broadband,Never Married,Very important,Protestant,No,2,Rent,Rural area,Served,5,Former,No
419001092,1,47,South,1976,Female,Heterosexual,No,4-year,No,White,Part-time,Broadband,Married,Very important,Protestant,Yes,5,Rent,City,Served,5,Never,Yes
417619061,1,36,Northeast,1967,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Domestic partnership,Not at all important,Atheist,No,14,Own,City,Never Served,4,Never,Yes
413591370,1,41,West,1978,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,Yes,11,Own,City,Served,4,Never,Yes
414538027,1,5,South,1975,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Never Married,Very important,Protestant,No,7,Own,City,Served,5,Never,No
416510894,1,47,South,1969,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Never Married,Not at all important,Atheist,No,6,Own,Suburb,Served,4,Never,No
413226503,0,42,Northeast,1940,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,6,Own,Suburb,Served,4,Former,Yes
413806839,1,53,West,1945,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,6,Own,Rural area,Served,5,Never,No
412339399,1,28,South,1990,Female,Heterosexual,Prefer not to say,4-year,No,Black,Full-time,Broadband,Never Married,Very important,Nothing in particular,Yes,4,Own,City,Never Served,4,Never,Yes
412346577,0,50,Northeast,1962,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Divorced,Somewhat important,Roman Catholic,No,13,Own,Rural area,Never Served,5,Never,Yes
413214567,1,17,Midwest,1990,Male,Gay,No,4-year,No,White,Full-time,Broadband,Never Married,Not at all important,Atheist,No,6,Rent,City,Never Served,4,Never,Yes
417617504,0,48,South,1968,Male,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Married,Very important,Protestant,Yes,11,Own,Suburb,Served,5,Never,Yes
415432627,0,29,Midwest,1965,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Very important,Protestant,No,2,Own,Rural area,Never Served,3,Never,Yes
420141028,1,12,South,1944,Female,Heterosexual,No,2-year,No,White,Retired,Broadband,Widowed,Not at all important,Nothing in particular,No,9,Own,Suburb,Never Served,5,Never,Yes
411873375,1,12,South,1953,Female,Heterosexual,No,Some college,No,White,Permanently disabled,Broadband,Divorced,Not at all important,Atheist,No,1,Own,Rural area,Served,4,Former,No
412885894,1,27,Midwest,1964,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Not at all important,Nothing in particular,No,5,Own,Rural area,Never Served,5,Never,No
411853220,0,12,South,1962,Male,Heterosexual,No,Post-grad,Yes,White,Other,Broadband,Never Married,Very important,Protestant,No,3,Other,Suburb,Served,5,Never,Yes
414417508,1,9,Northeast,1991,Female,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Domestic partnership,Not at all important,Nothing in particular,No,8,Rent,Suburb,Never Served,4,Never,Yes
417181437,0,22,South,1965,Male,Heterosexual,No,High school graduate,Yes,White,Full-time,Broadband,Married,Somewhat important,Nothing in particular,Yes,11,Own,Suburb,Never Served,5,Current,Yes
415905712,1,27,Midwest,1987,Female,Heterosexual,No,Post-grad,Yes,Hispanic,Full-time,Broadband,Never Married,Not at all important,Roman Catholic,No,12,Own,Suburb,Never Served,1,Never,Yes
412002621,1,25,Northeast,1952,Female,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Somewhat important,Protestant,No,10,Own,Suburb,Served,4,Never,Yes
412273545,1,41,West,1954,Female,Heterosexual,No,2-year,No,White,Permanently disabled,Broadband,Married,Not at all important,Atheist,No,6,Own,Rural area,Never Served,5,Never,Yes
413054843,1,12,South,1998,Male,Bisexual,Yes,Some college,Yes,White,Student,Broadband,Never Married,Very important,Protestant,No,9,Other,Suburb,Served,5,Never,No
414601906,1,13,South,1981,Female,Heterosexual,Yes,4-year,Yes,Black,Full-time,Broadband,Married,Very important,Roman Catholic,Yes,13,Own,Suburb,Served,1,Never,No
417410959,1,12,South,1986,Female,Heterosexual,No,Some college,Yes,Black,Homemaker,Broadband,Married,Not too important,Nothing in particular,Yes,9,Other,City,Served,5,Former,Yes
417352750,1,48,South,1981,Male,Heterosexual,No,Post-grad,Yes,White,Other,Broadband,Married,Not at all important,Atheist,Yes,10,Own,Suburb,Served,4,Former,Yes
415170507,1,37,South,1988,Female,Heterosexual,No,Post-grad,Yes,White,Full-time,Broadband,Married,Not at all important,Nothing in particular,Yes,11,Own,Suburb,Never Served,5,Former,Yes
416476230,0,27,Midwest,1968,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,No,9,Own,City,Never Served,5,Never,No
419210894,1,48,South,1965,Female,Heterosexual,No,Some college,No,Hispanic,Full-time,Broadband,Married,Not too important,Roman Catholic,No,11,Own,City,Never Served,1,Never,Yes
415483101,0,39,Midwest,1971,Male,Heterosexual,No,Post-grad,Yes,Asian,Full-time,Broadband,Married,Very important,Protestant,Yes,13,Own,Suburb,Served,1,Never,Yes
412900718,1,42,Northeast,1968,Male,Gay,No,4-year,No,White,Full-time,Broadband,Married,Not at all important,Protestant,No,5,Own,Suburb,Served,5,Never,Yes
412311305,1,4,West,1954,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not too important,Roman Catholic,No,11,Own,City,Never Served,4,Former,Yes
416341550,1,20,Midwest,1983,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,Yes,8,Own,Suburb,Never Served,5,Never,Yes
416155904,1,19,Midwest,1976,Male,Heterosexual,No,2-year,Yes,Hispanic,Part-time,Broadband,Married,Very important,Roman Catholic,Yes,2,Rent,City,Never Served,1,Former,No
414235725,0,36,Northeast,1940,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Widowed,Very important,Roman Catholic,No,4,Own,Suburb,Served,4,Former,Yes
412137770,1,12,South,1964,Female,Heterosexual,No,4-year,Yes,White,Permanently disabled,Broadband,Never Married,Not too important,Agnostic,No,4,Rent,City,Served,5,Former,No
412284766,0,28,South,1935,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Protestant,No,5,Own,City,Served,5,Never,Yes
412301387,1,41,West,1961,Female,Heterosexual,No,4-year,No,White,Permanently disabled,Broadband,Domestic partnership,Somewhat important,Jewish,Yes,10,Own,Town,Never Served,5,Never,Yes
413161162,1,12,South,1980,Female,Heterosexual,No,Some college,No,Hispanic,Full-time,Broadband,Married,Somewhat important,Nothing in particular,Yes,2,Rent,City,Never Served,5,Never,No
414206021,1,26,Midwest,1987,Female,Heterosexual,No,2-year,Yes,Hispanic,Full-time,Broadband,Never Married,Very important,Roman Catholic,Yes,1,Rent,Suburb,Never Served,4,Never,No
411854286,1,53,West,1938,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Not too important,Nothing in particular,No,5,Own,City,Served,4,Never,Yes
414146575,0,53,West,1984,Female,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Never Married,Very important,Protestant,No,7,Other,Rural area,Served,5,Never,No
412360165,0,34,Northeast,1943,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Not too important,Roman Catholic,No,8,Own,Town,Never Served,4,Never,Yes
415506769,0,36,Northeast,1977,Female,Heterosexual,No,Post-grad,No,Asian,Full-time,Broadband,Married,Not at all important,Atheist,Yes,9,Own,City,Never Served,1,Never,Yes
412306379,1,42,Northeast,1973,Female,Lesbian,Yes,No HS,No,White,Other,Broadband,Domestic partnership,Very important,Agnostic,No,6,Own,Rural area,Served,4,Former,No
